"Step","robustness_e9_3_full_og - train/loss","robustness_e9_3_full_og - train/loss__MIN","robustness_e9_3_full_og - train/loss__MAX"
"200","7.43327045917511","7.43327045917511","7.43327045917511"
"400","3.3917558300495148","3.3917558300495148","3.3917558300495148"
"600","2.87174378156662","2.87174378156662","2.87174378156662"
"800","2.531493589878082","2.531493589878082","2.531493589878082"
"1000","2.3610127747058867","2.3610127747058867","2.3610127747058867"
"1200","2.1837886071205137","2.1837886071205137","2.1837886071205137"
"1400","2.0132231312990188","2.0132231312990188","2.0132231312990188"
"1600","1.8588976109027862","1.8588976109027862","1.8588976109027862"
"1800","1.7237479054927827","1.7237479054927827","1.7237479054927827"
"2000","1.5711048942804338","1.5711048942804338","1.5711048942804338"
"2200","1.478246829509735","1.478246829509735","1.478246829509735"
"2400","1.3727353662252426","1.3727353662252426","1.3727353662252426"
"2600","1.277524173259735","1.277524173259735","1.277524173259735"
"2800","1.1992295715212822","1.1992295715212822","1.1992295715212822"
"3000","1.109575083553791","1.109575083553791","1.109575083553791"
"3200","1.0395656928420067","1.0395656928420067","1.0395656928420067"
"3400","0.9565069496631622","0.9565069496631622","0.9565069496631622"
"3600","0.8855341768264771","0.8855341768264771","0.8855341768264771"
"3800","0.8366067963838577","0.8366067963838577","0.8366067963838577"
"4000","0.7669015464186668","0.7669015464186668","0.7669015464186668"
"4200","0.7329061323404312","0.7329061323404312","0.7329061323404312"
"4400","0.6903578752279281","0.6903578752279281","0.6903578752279281"
"4600","0.6426584567129612","0.6426584567129612","0.6426584567129612"
"4800","0.6037300154566765","0.6037300154566765","0.6037300154566765"
"5000","0.5658782473206521","0.5658782473206521","0.5658782473206521"
"5200","0.5382640475034713","0.5382640475034713","0.5382640475034713"
"5400","0.5038709279894829","0.5038709279894829","0.5038709279894829"
"5600","0.48620951414108277","0.48620951414108277","0.48620951414108277"
"5800","0.46343776494264605","0.46343776494264605","0.46343776494264605"
"6000","0.43421692416071894","0.43421692416071894","0.43421692416071894"
"6200","0.41037980958819387","0.41037980958819387","0.41037980958819387"
"6400","0.3926549415290356","0.3926549415290356","0.3926549415290356"
"6600","0.3837387418746948","0.3837387418746948","0.3837387418746948"
"6800","0.3789903648197651","0.3789903648197651","0.3789903648197651"
"7000","0.3662377716600895","0.3662377716600895","0.3662377716600895"
"7200","0.35652375891804694","0.35652375891804694","0.35652375891804694"
"7400","0.3522465976327658","0.3522465976327658","0.3522465976327658"
"7600","0.3273888776451349","0.3273888776451349","0.3273888776451349"
"7800","0.31970611453056336","0.31970611453056336","0.31970611453056336"
"8000","0.31296912290155887","0.31296912290155887","0.31296912290155887"
"8200","0.3079864908754826","0.3079864908754826","0.3079864908754826"
"8400","0.3035029479861259","0.3035029479861259","0.3035029479861259"
"8600","0.2959335585683584","0.2959335585683584","0.2959335585683584"
"8800","0.2796897243708372","0.2796897243708372","0.2796897243708372"
"9000","0.28056602984666823","0.28056602984666823","0.28056602984666823"
"9200","0.2776880113780498","0.2776880113780498","0.2776880113780498"
"9400","0.2722753616794944","0.2722753616794944","0.2722753616794944"
"9600","0.27080265395343306","0.27080265395343306","0.27080265395343306"
"9800","0.25873459197580817","0.25873459197580817","0.25873459197580817"
"10000","0.2564618319272995","0.2564618319272995","0.2564618319272995"
"10200","0.2593889816850424","0.2593889816850424","0.2593889816850424"
"10400","0.25172996647655965","0.25172996647655965","0.25172996647655965"
"10600","0.24915318727493285","0.24915318727493285","0.24915318727493285"
"10800","0.2527897197753191","0.2527897197753191","0.2527897197753191"
"11000","0.24186123445630073","0.24186123445630073","0.24186123445630073"
"11200","0.23436850741505622","0.23436850741505622","0.23436850741505622"
"11400","0.24165668949484825","0.24165668949484825","0.24165668949484825"
"11600","0.23436595547944308","0.23436595547944308","0.23436595547944308"
"11800","0.235268916785717","0.235268916785717","0.235268916785717"
"12000","0.23342902697622775","0.23342902697622775","0.23342902697622775"
"12200","0.2288428023830056","0.2288428023830056","0.2288428023830056"
"12400","0.22070926625281573","0.22070926625281573","0.22070926625281573"
"12600","0.22723893873393536","0.22723893873393536","0.22723893873393536"
"12800","0.22085110105574132","0.22085110105574132","0.22085110105574132"
"13000","0.21795883744955064","0.21795883744955064","0.21795883744955064"
"13200","0.22763353515416385","0.22763353515416385","0.22763353515416385"
"13400","0.21396916773170233","0.21396916773170233","0.21396916773170233"
"13600","0.21217296905815602","0.21217296905815602","0.21217296905815602"
"13800","0.21689197178930045","0.21689197178930045","0.21689197178930045"
"14000","0.20845526445657014","0.20845526445657014","0.20845526445657014"
"14200","0.2124030600488186","0.2124030600488186","0.2124030600488186"
"14400","0.2149567088112235","0.2149567088112235","0.2149567088112235"
"14600","0.19670330345630646","0.19670330345630646","0.19670330345630646"
"14800","0.1998549372702837","0.1998549372702837","0.1998549372702837"
"15000","0.19408928349614143","0.19408928349614143","0.19408928349614143"
"15200","0.20131386138498783","0.20131386138498783","0.20131386138498783"
"15400","0.20162209890782834","0.20162209890782834","0.20162209890782834"
"15600","0.19635384380817414","0.19635384380817414","0.19635384380817414"
"15800","0.1883972765877843","0.1883972765877843","0.1883972765877843"
"16000","0.1903434393182397","0.1903434393182397","0.1903434393182397"
"16200","0.18959918562322856","0.18959918562322856","0.18959918562322856"
"16400","0.19225406721234323","0.19225406721234323","0.19225406721234323"
"16600","0.18792357236146928","0.18792357236146928","0.18792357236146928"
"16800","0.184701635427773","0.184701635427773","0.184701635427773"
"17000","0.1911718724668026","0.1911718724668026","0.1911718724668026"
"17200","0.1889106511697173","0.1889106511697173","0.1889106511697173"
"17400","0.18204800341278315","0.18204800341278315","0.18204800341278315"
"17600","0.1836681764945388","0.1836681764945388","0.1836681764945388"
"17800","0.18637873742729424","0.18637873742729424","0.18637873742729424"
"18000","0.1771144074946642","0.1771144074946642","0.1771144074946642"
"18200","0.18190883621573448","0.18190883621573448","0.18190883621573448"
"18400","0.1809865888208151","0.1809865888208151","0.1809865888208151"
"18600","0.17724458958953618","0.17724458958953618","0.17724458958953618"
"18800","0.18131335314363242","0.18131335314363242","0.18131335314363242"
"19000","0.18195946108549832","0.18195946108549832","0.18195946108549832"
"19200","0.1789210034906864","0.1789210034906864","0.1789210034906864"
"19400","0.18517069064080716","0.18517069064080716","0.18517069064080716"
"19600","0.17230116415768862","0.17230116415768862","0.17230116415768862"
"19800","0.18155903473496438","0.18155903473496438","0.18155903473496438"
"20000","0.17331856664270162","0.17331856664270162","0.17331856664270162"
"20200","0.17414690874516964","0.17414690874516964","0.17414690874516964"
"20400","0.17340773120522499","0.17340773120522499","0.17340773120522499"
"20600","0.17056679423898458","0.17056679423898458","0.17056679423898458"
"20800","0.16594281703233718","0.16594281703233718","0.16594281703233718"
"21000","0.16858243919909","0.16858243919909","0.16858243919909"
"21200","0.1658105970174074","0.1658105970174074","0.1658105970174074"
"21400","0.1657908460497856","0.1657908460497856","0.1657908460497856"
"21600","0.16051534045487642","0.16051534045487642","0.16051534045487642"
"21800","0.16186964455991984","0.16186964455991984","0.16186964455991984"
"22000","0.1702947598695755","0.1702947598695755","0.1702947598695755"
"22200","0.1660087260045111","0.1660087260045111","0.1660087260045111"
"22400","0.16830726029351353","0.16830726029351353","0.16830726029351353"
"22600","0.16691778417676686","0.16691778417676686","0.16691778417676686"
"22800","0.17146326746791601","0.17146326746791601","0.17146326746791601"
"23000","0.16070250485092402","0.16070250485092402","0.16070250485092402"
"23200","0.16378608860075475","0.16378608860075475","0.16378608860075475"
"23400","0.16068783555179833","0.16068783555179833","0.16068783555179833"
"23600","0.16664126977324487","0.16664126977324487","0.16664126977324487"
"23800","0.1582890808582306","0.1582890808582306","0.1582890808582306"
"24000","0.15852120608091355","0.15852120608091355","0.15852120608091355"
"24200","0.1564983187429607","0.1564983187429607","0.1564983187429607"
"24400","0.15437051218003034","0.15437051218003034","0.15437051218003034"
"24600","0.15968537379056216","0.15968537379056216","0.15968537379056216"
"24800","0.1599548633210361","0.1599548633210361","0.1599548633210361"
"25000","0.1609367812424898","0.1609367812424898","0.1609367812424898"
"25200","0.16079073563218116","0.16079073563218116","0.16079073563218116"
"25400","0.15662721622735262","0.15662721622735262","0.15662721622735262"
"25600","0.15210698947310447","0.15210698947310447","0.15210698947310447"
"25800","0.1518581863678992","0.1518581863678992","0.1518581863678992"
"26000","0.1505409528501332","0.1505409528501332","0.1505409528501332"
