"Step","robustness_e8_5_no3 - train/loss","robustness_e8_5_no3 - train/loss__MIN","robustness_e8_5_no3 - train/loss__MAX"
"16600","0.15249606847763061","0.15249606847763061","0.15249606847763061"
"16800","0.15099127806723117","0.15099127806723117","0.15099127806723117"
"17000","0.1485466469079256","0.1485466469079256","0.1485466469079256"
"17200","0.15431597333401442","0.15431597333401442","0.15431597333401442"
"17400","0.1461712221801281","0.1461712221801281","0.1461712221801281"
"17600","0.15493715342134237","0.15493715342134237","0.15493715342134237"
"17800","0.14465744495391847","0.14465744495391847","0.14465744495391847"
"18000","0.14299062818288802","0.14299062818288802","0.14299062818288802"
"18200","0.14454382326453924","0.14454382326453924","0.14454382326453924"
"18400","0.14481251500546932","0.14481251500546932","0.14481251500546932"
"18600","0.14301232919096946","0.14301232919096946","0.14301232919096946"
"18800","0.14180535186082124","0.14180535186082124","0.14180535186082124"
"19000","0.1382760301604867","0.1382760301604867","0.1382760301604867"
"19200","0.14317752487957477","0.14317752487957477","0.14317752487957477"
"19400","0.13384205127134918","0.13384205127134918","0.13384205127134918"
"19600","0.13196357604116202","0.13196357604116202","0.13196357604116202"
"19800","0.13394782308489084","0.13394782308489084","0.13394782308489084"
"20000","0.13332975558936597","0.13332975558936597","0.13332975558936597"
"20200","0.13339501656591893","0.13339501656591893","0.13339501656591893"
"20400","0.1298991262540221","0.1298991262540221","0.1298991262540221"
"20600","0.1320729724317789","0.1320729724317789","0.1320729724317789"
"20800","0.13275795694440604","0.13275795694440604","0.13275795694440604"
"21000","0.13310994632542134","0.13310994632542134","0.13310994632542134"
"21200","0.13431126691401005","0.13431126691401005","0.13431126691401005"
"21400","0.13120519664138555","0.13120519664138555","0.13120519664138555"
"21600","0.1295040973648429","0.1295040973648429","0.1295040973648429"
"21800","0.129614196177572","0.129614196177572","0.129614196177572"
"22000","0.12446622133255004","0.12446622133255004","0.12446622133255004"
"22200","0.12848580975085497","0.12848580975085497","0.12848580975085497"
"22400","0.12307335842400789","0.12307335842400789","0.12307335842400789"
"22600","0.12369543317705393","0.12369543317705393","0.12369543317705393"
"22800","0.12685182385146618","0.12685182385146618","0.12685182385146618"
"23000","0.12465437576174736","0.12465437576174736","0.12465437576174736"
"23200","0.12293033491820098","0.12293033491820098","0.12293033491820098"
"23400","0.12501241490244866","0.12501241490244866","0.12501241490244866"
"23600","0.12353667512536048","0.12353667512536048","0.12353667512536048"
"23800","0.12051148461177945","0.12051148461177945","0.12051148461177945"
"24000","0.11886790841817856","0.11886790841817856","0.11886790841817856"
"24200","0.11764356680214405","0.11764356680214405","0.11764356680214405"
"24400","0.11790917785838247","0.11790917785838247","0.11790917785838247"
"24600","0.11710434198379517","0.11710434198379517","0.11710434198379517"
"24800","0.11349457854405046","0.11349457854405046","0.11349457854405046"
"25000","0.1186015971750021","0.1186015971750021","0.1186015971750021"
"25200","0.11576213736087083","0.11576213736087083","0.11576213736087083"
"25400","0.1141983674839139","0.1141983674839139","0.1141983674839139"
"25600","0.11569179229438305","0.11569179229438305","0.11569179229438305"
"25800","0.11553188614547252","0.11553188614547252","0.11553188614547252"
"26000","0.11462846674025058","0.11462846674025058","0.11462846674025058"
"26200","0.11564436526969075","0.11564436526969075","0.11564436526969075"
"26400","0.11539885254576802","0.11539885254576802","0.11539885254576802"
"26600","0.1134473517537117","0.1134473517537117","0.1134473517537117"
"26800","0.11242114167660475","0.11242114167660475","0.11242114167660475"
"27000","0.11419109912589193","0.11419109912589193","0.11419109912589193"
"27200","0.11084320604801177","0.11084320604801177","0.11084320604801177"
"27400","0.11395923532545567","0.11395923532545567","0.11395923532545567"
"27600","0.1107640565559268","0.1107640565559268","0.1107640565559268"
"27800","0.10807246800512076","0.10807246800512076","0.10807246800512076"
"28000","0.11215099960565567","0.11215099960565567","0.11215099960565567"
"28200","0.10819411784410476","0.10819411784410476","0.10819411784410476"
"28400","0.10781623834744096","0.10781623834744096","0.10781623834744096"
"28600","0.10713611133396625","0.10713611133396625","0.10713611133396625"
"28800","0.10630822326987982","0.10630822326987982","0.10630822326987982"
"29000","0.10482340013608336","0.10482340013608336","0.10482340013608336"
"29200","0.1057871164008975","0.1057871164008975","0.1057871164008975"
"29400","0.10256619097664953","0.10256619097664953","0.10256619097664953"
"29600","0.10625883804634213","0.10625883804634213","0.10625883804634213"
"29800","0.10242814395576716","0.10242814395576716","0.10242814395576716"
"30000","0.10197659574449063","0.10197659574449063","0.10197659574449063"
"30200","0.10477054096758366","0.10477054096758366","0.10477054096758366"
"30400","0.10241750007495284","0.10241750007495284","0.10241750007495284"
"30600","0.10585635004565119","0.10585635004565119","0.10585635004565119"
"30800","0.10316227443516254","0.10316227443516254","0.10316227443516254"
"31000","0.10131925640627742","0.10131925640627742","0.10131925640627742"
"31200","0.10168028743937611","0.10168028743937611","0.10168028743937611"
"31400","0.1024923438206315","0.1024923438206315","0.1024923438206315"
"31600","0.1040864951722324","0.1040864951722324","0.1040864951722324"
"31800","0.10056111564859747","0.10056111564859747","0.10056111564859747"
"32000","0.10073464808985591","0.10073464808985591","0.10073464808985591"
"32200","0.10262441786006093","0.10262441786006093","0.10262441786006093"
"32400","0.10055041732266545","0.10055041732266545","0.10055041732266545"
"32600","0.09941484527662396","0.09941484527662396","0.09941484527662396"
"32800","0.09406151061877609","0.09406151061877609","0.09406151061877609"
"33000","0.09490318039432168","0.09490318039432168","0.09490318039432168"
"33200","0.09870013434439898","0.09870013434439898","0.09870013434439898"
"33400","0.09677962008863687","0.09677962008863687","0.09677962008863687"
"33600","0.09848524982109666","0.09848524982109666","0.09848524982109666"
"33800","0.09947345899417996","0.09947345899417996","0.09947345899417996"
"34000","0.09678016804158687","0.09678016804158687","0.09678016804158687"
"34200","0.09431177036836744","0.09431177036836744","0.09431177036836744"
"34400","0.09725924801081419","0.09725924801081419","0.09725924801081419"
"34600","0.09398973822593688","0.09398973822593688","0.09398973822593688"
"34800","0.09769484344869853","0.09769484344869853","0.09769484344869853"
"35000","0.0931857781112194","0.0931857781112194","0.0931857781112194"
"35200","0.09495250714942813","0.09495250714942813","0.09495250714942813"
"35400","0.09253428444266319","0.09253428444266319","0.09253428444266319"
"35600","0.08977177010849119","0.08977177010849119","0.08977177010849119"
"35800","0.09111618032678961","0.09111618032678961","0.09111618032678961"
"36000","0.09081023735925556","0.09081023735925556","0.09081023735925556"
"36200","0.0904856317024678","0.0904856317024678","0.0904856317024678"
"36400","0.09486897939816118","0.09486897939816118","0.09486897939816118"
"36600","0.08795888870954513","0.08795888870954513","0.08795888870954513"
"36800","0.09176957326941192","0.09176957326941192","0.09176957326941192"
"37000","0.0950877153687179","0.0950877153687179","0.0950877153687179"
"37200","0.09236875159665942","0.09236875159665942","0.09236875159665942"
"37400","0.09314143871888518","0.09314143871888518","0.09314143871888518"
"37600","0.09463006101548671","0.09463006101548671","0.09463006101548671"
"37800","0.09015400992706418","0.09015400992706418","0.09015400992706418"
"38000","0.08881852149963379","0.08881852149963379","0.08881852149963379"
"38200","0.08409245479851961","0.08409245479851961","0.08409245479851961"
"38400","0.09187765343114734","0.09187765343114734","0.09187765343114734"
"38600","0.08884203363209962","0.08884203363209962","0.08884203363209962"
"38800","0.08545304179191589","0.08545304179191589","0.08545304179191589"
"39000","0.08382787464186549","0.08382787464186549","0.08382787464186549"
"39200","0.0884800960496068","0.0884800960496068","0.0884800960496068"
"39400","0.08841321228072047","0.08841321228072047","0.08841321228072047"
"39600","0.08604617342352867","0.08604617342352867","0.08604617342352867"
"39800","0.08914044184610248","0.08914044184610248","0.08914044184610248"
"40000","0.08977963844314217","0.08977963844314217","0.08977963844314217"
"40200","0.09031405508518218","0.09031405508518218","0.09031405508518218"
"40400","0.08736234975978732","0.08736234975978732","0.08736234975978732"
"40600","0.08743814093992114","0.08743814093992114","0.08743814093992114"
"40800","0.08209347942844034","0.08209347942844034","0.08209347942844034"
"41000","0.0856795996055007","0.0856795996055007","0.0856795996055007"
"41200","0.08912504637613892","0.08912504637613892","0.08912504637613892"
"41400","0.08538336121477187","0.08538336121477187","0.08538336121477187"
"41600","0.08293185330927372","0.08293185330927372","0.08293185330927372"
"41800","0.08649760764092207","0.08649760764092207","0.08649760764092207"
"42000","0.0858565373532474","0.0858565373532474","0.0858565373532474"
"42200","0.0818217402882874","0.0818217402882874","0.0818217402882874"
"42400","0.08646606562659144","0.08646606562659144","0.08646606562659144"
"42600","0.0826458234898746","0.0826458234898746","0.0826458234898746"
"42800","0.08540845289826393","0.08540845289826393","0.08540845289826393"
"43000","0.08044788828119635","0.08044788828119635","0.08044788828119635"
"43200","0.0817849521059543","0.0817849521059543","0.0817849521059543"
"43400","0.0788796298019588","0.0788796298019588","0.0788796298019588"
"43600","0.08494922190904618","0.08494922190904618","0.08494922190904618"
"43800","0.08176877286285161","0.08176877286285161","0.08176877286285161"
"44000","0.08074016749858856","0.08074016749858856","0.08074016749858856"
"44200","0.0813678495399654","0.0813678495399654","0.0813678495399654"
"44400","0.08013642281293869","0.08013642281293869","0.08013642281293869"
"44600","0.08283672640100122","0.08283672640100122","0.08283672640100122"
"44800","0.08485531185753643","0.08485531185753643","0.08485531185753643"
"45000","0.08366696618497371","0.08366696618497371","0.08366696618497371"
"45200","0.08170558452606201","0.08170558452606201","0.08170558452606201"
"45400","0.08119773540645837","0.08119773540645837","0.08119773540645837"
"45600","0.08299259919673205","0.08299259919673205","0.08299259919673205"
"45800","0.08037096018902957","0.08037096018902957","0.08037096018902957"
"46000","0.07857211161404848","0.07857211161404848","0.07857211161404848"
"46200","0.0794768959004432","0.0794768959004432","0.0794768959004432"
"46400","0.07688970489427448","0.07688970489427448","0.07688970489427448"
"46600","0.07802703205496073","0.07802703205496073","0.07802703205496073"
"46800","0.07971427880227566","0.07971427880227566","0.07971427880227566"
"47000","0.07998307052068412","0.07998307052068412","0.07998307052068412"
"47200","0.07910162573680282","0.07910162573680282","0.07910162573680282"
"47400","0.07983742637559771","0.07983742637559771","0.07983742637559771"
"47600","0.0795782404113561","0.0795782404113561","0.0795782404113561"
"47800","0.07726281935349107","0.07726281935349107","0.07726281935349107"
"48000","0.0779848542995751","0.0779848542995751","0.0779848542995751"
"48200","0.07388904079794884","0.07388904079794884","0.07388904079794884"
"48400","0.07720907628536225","0.07720907628536225","0.07720907628536225"
"48600","0.07629962218925357","0.07629962218925357","0.07629962218925357"
"48800","0.07758520864881575","0.07758520864881575","0.07758520864881575"
"49000","0.07753346452489496","0.07753346452489496","0.07753346452489496"
"49200","0.07889313938096165","0.07889313938096165","0.07889313938096165"
"49400","0.07620646904222667","0.07620646904222667","0.07620646904222667"
"49600","0.07372903613373637","0.07372903613373637","0.07372903613373637"
"49800","0.07830207515507936","0.07830207515507936","0.07830207515507936"
"50000","0.07812081104144454","0.07812081104144454","0.07812081104144454"
"50200","0.07647608342580497","0.07647608342580497","0.07647608342580497"
"50400","0.0756369235087186","0.0756369235087186","0.0756369235087186"
"50600","0.07179791475646198","0.07179791475646198","0.07179791475646198"
"50800","0.07620376531034707","0.07620376531034707","0.07620376531034707"
"51000","0.07489214899018407","0.07489214899018407","0.07489214899018407"
"51200","0.07277035277336835","0.07277035277336835","0.07277035277336835"
"51400","0.07477094206027686","0.07477094206027686","0.07477094206027686"
"51600","0.07583557335659862","0.07583557335659862","0.07583557335659862"
"51800","0.07550217719748616","0.07550217719748616","0.07550217719748616"
"52000","0.07277406703680754","0.07277406703680754","0.07277406703680754"
"52200","0.07391991412267089","0.07391991412267089","0.07391991412267089"
"52400","0.07415408259257675","0.07415408259257675","0.07415408259257675"
"52600","0.07191211757250131","0.07191211757250131","0.07191211757250131"
"52800","0.07571475148200989","0.07571475148200989","0.07571475148200989"
"53000","0.07406161461956799","0.07406161461956799","0.07406161461956799"
"53200","0.07128578658215702","0.07128578658215702","0.07128578658215702"
"53400","0.0722851399704814","0.0722851399704814","0.0722851399704814"
"53600","0.07265703272074461","0.07265703272074461","0.07265703272074461"
"53800","0.07118423763662576","0.07118423763662576","0.07118423763662576"
"54000","0.07489521122537553","0.07489521122537553","0.07489521122537553"
"54200","0.070464650336653","0.070464650336653","0.070464650336653"
"54400","0.07342814415693283","0.07342814415693283","0.07342814415693283"
"54600","0.07095962283201515","0.07095962283201515","0.07095962283201515"
"54800","0.07306302296929061","0.07306302296929061","0.07306302296929061"
"55000","0.07258679812774062","0.07258679812774062","0.07258679812774062"
"55200","0.0740654964838177","0.0740654964838177","0.0740654964838177"
"55400","0.07275720421224832","0.07275720421224832","0.07275720421224832"
"55600","0.07099117003381253","0.07099117003381253","0.07099117003381253"
"55800","0.07337758568115532","0.07337758568115532","0.07337758568115532"
"56000","0.07049763154238463","0.07049763154238463","0.07049763154238463"
"56200","0.06951652880758047","0.06951652880758047","0.06951652880758047"
"56400","0.07198635477572679","0.07198635477572679","0.07198635477572679"
"56600","0.07115812954492867","0.07115812954492867","0.07115812954492867"
"56800","0.0692878556996584","0.0692878556996584","0.0692878556996584"
"57000","0.06899761218577623","0.06899761218577623","0.06899761218577623"
"57200","0.07193761574104428","0.07193761574104428","0.07193761574104428"
"57400","0.0706959124468267","0.0706959124468267","0.0706959124468267"
"57600","0.06814143766649067","0.06814143766649067","0.06814143766649067"
"57800","0.06835353335365653","0.06835353335365653","0.06835353335365653"
"58000","0.07063286019489169","0.07063286019489169","0.07063286019489169"
"58200","0.0689813438989222","0.0689813438989222","0.0689813438989222"
"58400","0.06827562412247062","0.06827562412247062","0.06827562412247062"
"58600","0.06795228822156787","0.06795228822156787","0.06795228822156787"
"58800","0.07025824549607933","0.07025824549607933","0.07025824549607933"
"59000","0.06957941135391593","0.06957941135391593","0.06957941135391593"
"59200","0.06662609420716763","0.06662609420716763","0.06662609420716763"
"59400","0.06836935775354505","0.06836935775354505","0.06836935775354505"
"59600","0.06976328206248582","0.06976328206248582","0.06976328206248582"
"59800","0.06797243868932128","0.06797243868932128","0.06797243868932128"
"60000","0.06828138588927686","0.06828138588927686","0.06828138588927686"
"60200","0.06999163623899221","0.06999163623899221","0.06999163623899221"
"60400","0.06802940690889954","0.06802940690889954","0.06802940690889954"
"60600","0.06548691540956497","0.06548691540956497","0.06548691540956497"
"60800","0.06645417477935553","0.06645417477935553","0.06645417477935553"
"61000","0.06553067692555486","0.06553067692555486","0.06553067692555486"
"61200","0.06777868136763572","0.06777868136763572","0.06777868136763572"
"61400","0.06689219425432384","0.06689219425432384","0.06689219425432384"
"61600","0.06654258881695568","0.06654258881695568","0.06654258881695568"
"61800","0.06552877316251397","0.06552877316251397","0.06552877316251397"
"62000","0.0659659224562347","0.0659659224562347","0.0659659224562347"
"62200","0.06609065390191972","0.06609065390191972","0.06609065390191972"
"62400","0.06688884544186294","0.06688884544186294","0.06688884544186294"
"62600","0.06812256844714284","0.06812256844714284","0.06812256844714284"
"62800","0.06827372821047901","0.06827372821047901","0.06827372821047901"
"63000","0.06496578248217702","0.06496578248217702","0.06496578248217702"
"63200","0.06574961399659514","0.06574961399659514","0.06574961399659514"
"63400","0.06747215685434639","0.06747215685434639","0.06747215685434639"
"63600","0.06577525053173304","0.06577525053173304","0.06577525053173304"
"63800","0.06485489978455007","0.06485489978455007","0.06485489978455007"
"64000","0.0648928572703153","0.0648928572703153","0.0648928572703153"
"64200","0.06645355307497085","0.06645355307497085","0.06645355307497085"
"64400","0.06409580759704113","0.06409580759704113","0.06409580759704113"
"64600","0.06610692114569247","0.06610692114569247","0.06610692114569247"
"64800","0.06621548956260086","0.06621548956260086","0.06621548956260086"
"65000","0.06419254341162742","0.06419254341162742","0.06419254341162742"
"65200","0.06218916026875377","0.06218916026875377","0.06218916026875377"
"65400","0.06501460044644773","0.06501460044644773","0.06501460044644773"
"65600","0.06550414758734405","0.06550414758734405","0.06550414758734405"
"65800","0.06289223844185471","0.06289223844185471","0.06289223844185471"
"66000","0.06350676070898771","0.06350676070898771","0.06350676070898771"
"66200","0.06279324657283723","0.06279324657283723","0.06279324657283723"
"66400","0.06536721361801029","0.06536721361801029","0.06536721361801029"
"66600","0.06481034504249691","0.06481034504249691","0.06481034504249691"
"66800","0.06330385759472847","0.06330385759472847","0.06330385759472847"
"67000","0.06551755204796791","0.06551755204796791","0.06551755204796791"
"67200","0.06230810428969562","0.06230810428969562","0.06230810428969562"
"67400","0.06512512434273958","0.06512512434273958","0.06512512434273958"
"67600","0.06441091842018068","0.06441091842018068","0.06441091842018068"
"67800","0.06378229822032154","0.06378229822032154","0.06378229822032154"
"68000","0.06223171421326697","0.06223171421326697","0.06223171421326697"
"68200","0.06173408896196633","0.06173408896196633","0.06173408896196633"
"68400","0.06097072250209749","0.06097072250209749","0.06097072250209749"
"68600","0.06326944376341999","0.06326944376341999","0.06326944376341999"
"68800","0.06487500628456473","0.06487500628456473","0.06487500628456473"
"69000","0.06037970969453454","0.06037970969453454","0.06037970969453454"
"69200","0.061633024914190176","0.061633024914190176","0.061633024914190176"
"69400","0.06317702513188124","0.06317702513188124","0.06317702513188124"
"69600","0.06043252221308649","0.06043252221308649","0.06043252221308649"
"69800","0.06192111717537045","0.06192111717537045","0.06192111717537045"
"70000","0.062132745077833534","0.062132745077833534","0.062132745077833534"
"70200","0.061160425581038","0.061160425581038","0.061160425581038"
"70400","0.06077532524242997","0.06077532524242997","0.06077532524242997"
"70600","0.062484735306352374","0.062484735306352374","0.062484735306352374"
"70800","0.061491166157647964","0.061491166157647964","0.061491166157647964"
"71000","0.06098599432967603","0.06098599432967603","0.06098599432967603"
"71200","0.05825831832364201","0.05825831832364201","0.05825831832364201"
"71400","0.06207207796163857","0.06207207796163857","0.06207207796163857"
"71600","0.06340462307445704","0.06340462307445704","0.06340462307445704"
"71800","0.05939283949322999","0.05939283949322999","0.05939283949322999"
"72000","0.06197576130740345","0.06197576130740345","0.06197576130740345"
"72200","0.06155236011371017","0.06155236011371017","0.06155236011371017"
"72400","0.06033747563138604","0.06033747563138604","0.06033747563138604"
"72600","0.05934804355725646","0.05934804355725646","0.05934804355725646"
"72800","0.06053710700012743","0.06053710700012743","0.06053710700012743"
"73000","0.05986756019294262","0.05986756019294262","0.05986756019294262"
"73200","0.06079292635433376","0.06079292635433376","0.06079292635433376"
"73400","0.0601977055799216","0.0601977055799216","0.0601977055799216"
"73600","0.06048839879222214","0.06048839879222214","0.06048839879222214"
"73800","0.05762789847329259","0.05762789847329259","0.05762789847329259"
"74000","0.06060567772947252","0.06060567772947252","0.06060567772947252"
"74200","0.06020950376987457","0.06020950376987457","0.06020950376987457"
"74400","0.05850399990566075","0.05850399990566075","0.05850399990566075"
"74600","0.05924119027331472","0.05924119027331472","0.05924119027331472"
"74800","0.05876168319024146","0.05876168319024146","0.05876168319024146"
"75000","0.060482797948643564","0.060482797948643564","0.060482797948643564"
"75200","0.058565458292141555","0.058565458292141555","0.058565458292141555"
"75400","0.0572632980812341","0.0572632980812341","0.0572632980812341"
"75600","0.06126891596242785","0.06126891596242785","0.06126891596242785"
"75800","0.056623472701758146","0.056623472701758146","0.056623472701758146"
"76000","0.058814045479521154","0.058814045479521154","0.058814045479521154"
"76200","0.05682966304011643","0.05682966304011643","0.05682966304011643"
"76400","0.05644542992115021","0.05644542992115021","0.05644542992115021"
"76600","0.057328130099922416","0.057328130099922416","0.057328130099922416"
"76800","0.05749099815264344","0.05749099815264344","0.05749099815264344"
"77000","0.058071604380384084","0.058071604380384084","0.058071604380384084"
"77200","0.05725756362080574","0.05725756362080574","0.05725756362080574"
"77400","0.059138194369152186","0.059138194369152186","0.059138194369152186"
"77600","0.059759507114067675","0.059759507114067675","0.059759507114067675"
"77800","0.05919146991334855","0.05919146991334855","0.05919146991334855"
"78000","0.05784155310131609","0.05784155310131609","0.05784155310131609"
"78200","0.058710712511092424","0.058710712511092424","0.058710712511092424"
"78400","0.059682732867076996","0.059682732867076996","0.059682732867076996"
"78600","0.058733949279412626","0.058733949279412626","0.058733949279412626"
"78800","0.058435769081115724","0.058435769081115724","0.058435769081115724"
"79000","0.05580566884949803","0.05580566884949803","0.05580566884949803"
"79200","0.0550867928750813","0.0550867928750813","0.0550867928750813"
"79400","0.056352076111361386","0.056352076111361386","0.056352076111361386"
"79600","0.05601233558729291","0.05601233558729291","0.05601233558729291"
"79800","0.056005727788433435","0.056005727788433435","0.056005727788433435"
"80000","0.056951081492006776","0.056951081492006776","0.056951081492006776"
"80200","0.05906184404157102","0.05906184404157102","0.05906184404157102"
"80400","0.05710801498964429","0.05710801498964429","0.05710801498964429"
"80600","0.05720860714092851","0.05720860714092851","0.05720860714092851"
"80800","0.0591515118535608","0.0591515118535608","0.0591515118535608"
"81000","0.05564468265511095","0.05564468265511095","0.05564468265511095"
"81200","0.05314845535904169","0.05314845535904169","0.05314845535904169"
"81400","0.05498802111484111","0.05498802111484111","0.05498802111484111"
"81600","0.054074647510424255","0.054074647510424255","0.054074647510424255"
"81800","0.05799107436090708","0.05799107436090708","0.05799107436090708"
"82000","0.057075659539550544","0.057075659539550544","0.057075659539550544"
"82200","0.05668413065373898","0.05668413065373898","0.05668413065373898"
"82400","0.05726249801926315","0.05726249801926315","0.05726249801926315"
"82600","0.055496306833811106","0.055496306833811106","0.055496306833811106"
"82800","0.05599249410443008","0.05599249410443008","0.05599249410443008"
"83000","0.058447420885786416","0.058447420885786416","0.058447420885786416"
"83200","0.05766985362395644","0.05766985362395644","0.05766985362395644"
"83400","0.05854595453478396","0.05854595453478396","0.05854595453478396"
"83600","0.05408878081478179","0.05408878081478179","0.05408878081478179"
"83800","0.05565702000632882","0.05565702000632882","0.05565702000632882"
"84000","0.05355423417873681","0.05355423417873681","0.05355423417873681"
"84200","0.0547551216557622","0.0547551216557622","0.0547551216557622"
"84400","0.05559644656255841","0.05559644656255841","0.05559644656255841"
"84600","0.05612717471085489","0.05612717471085489","0.05612717471085489"
"84800","0.05439535233192146","0.05439535233192146","0.05439535233192146"
"85000","0.0539870114531368","0.0539870114531368","0.0539870114531368"
"85200","0.053912890404462815","0.053912890404462815","0.053912890404462815"
"85400","0.054067326355725524","0.054067326355725524","0.054067326355725524"
"85600","0.053816126589663324","0.053816126589663324","0.053816126589663324"
"85800","0.056898724604398015","0.056898724604398015","0.056898724604398015"
"86000","0.05412778475321829","0.05412778475321829","0.05412778475321829"
"86200","0.05404815363697708","0.05404815363697708","0.05404815363697708"
"86400","0.05652228225022554","0.05652228225022554","0.05652228225022554"
"86600","0.05533710180781782","0.05533710180781782","0.05533710180781782"
"86800","0.052440722910687326","0.052440722910687326","0.052440722910687326"
